classification_id	source_path	source_line	warning	message	architectures	review_cluster	x86_x64_disposition	required_next_read	source_records
T310-S8-P4-CLASS-000297	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	1896	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000550,T310-S8-P4-WARN-000551
T310-S8-P4-CLASS-000298	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	1904	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000552,T310-S8-P4-WARN-000553
T310-S8-P4-CLASS-000299	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	1915	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000554,T310-S8-P4-WARN-000555
T310-S8-P4-CLASS-000300	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	1926	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000556,T310-S8-P4-WARN-000557
T310-S8-P4-CLASS-000301	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	1934	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000558,T310-S8-P4-WARN-000559
T310-S8-P4-CLASS-000302	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	1993	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000560,T310-S8-P4-WARN-000561
T310-S8-P4-CLASS-000303	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2048	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000562,T310-S8-P4-WARN-000563
T310-S8-P4-CLASS-000304	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2078	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000564,T310-S8-P4-WARN-000565
T310-S8-P4-CLASS-000305	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2086	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000566,T310-S8-P4-WARN-000567
T310-S8-P4-CLASS-000306	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2097	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000568,T310-S8-P4-WARN-000569
T310-S8-P4-CLASS-000307	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2102	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000570,T310-S8-P4-WARN-000571
T310-S8-P4-CLASS-000308	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2150	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000572,T310-S8-P4-WARN-000573
T310-S8-P4-CLASS-000309	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2155	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000574,T310-S8-P4-WARN-000575
T310-S8-P4-CLASS-000310	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2160	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000576,T310-S8-P4-WARN-000577
T310-S8-P4-CLASS-000311	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2186	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000578,T310-S8-P4-WARN-000579
T310-S8-P4-CLASS-000312	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2191	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000580,T310-S8-P4-WARN-000581
T310-S8-P4-CLASS-000313	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2196	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000582,T310-S8-P4-WARN-000583
T310-S8-P4-CLASS-000314	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2217	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000584,T310-S8-P4-WARN-000585
T310-S8-P4-CLASS-000315	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2247	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000586,T310-S8-P4-WARN-000587
T310-S8-P4-CLASS-000316	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2262	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000588,T310-S8-P4-WARN-000589
T310-S8-P4-CLASS-000317	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2287	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000590,T310-S8-P4-WARN-000591
T310-S8-P4-CLASS-000318	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2312	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000592,T310-S8-P4-WARN-000593
T310-S8-P4-CLASS-000319	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2327	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000594,T310-S8-P4-WARN-000595
T310-S8-P4-CLASS-000320	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2441	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000596,T310-S8-P4-WARN-000597
T310-S8-P4-CLASS-000321	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2445	C4244	'=': conversion from 'IU32' to 'IU8', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000598,T310-S8-P4-WARN-000599
T310-S8-P4-CLASS-000322	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2459	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000600,T310-S8-P4-WARN-000601
T310-S8-P4-CLASS-000323	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2477	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000602,T310-S8-P4-WARN-000603
T310-S8-P4-CLASS-000324	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2481	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000604,T310-S8-P4-WARN-000605
T310-S8-P4-CLASS-000325	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2485	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000606,T310-S8-P4-WARN-000607
T310-S8-P4-CLASS-000326	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2506	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000608,T310-S8-P4-WARN-000609
T310-S8-P4-CLASS-000327	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2513	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000610,T310-S8-P4-WARN-000611
T310-S8-P4-CLASS-000328	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2532	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000612,T310-S8-P4-WARN-000613
T310-S8-P4-CLASS-000329	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2536	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000614,T310-S8-P4-WARN-000615
T310-S8-P4-CLASS-000330	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2540	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000616,T310-S8-P4-WARN-000617
T310-S8-P4-CLASS-000331	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2558	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000618,T310-S8-P4-WARN-000619
T310-S8-P4-CLASS-000332	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2565	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000620,T310-S8-P4-WARN-000621
T310-S8-P4-CLASS-000333	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2579	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000622,T310-S8-P4-WARN-000623
T310-S8-P4-CLASS-000334	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2584	C4244	'=': conversion from 'IU32' to 'IU8', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000624,T310-S8-P4-WARN-000625
T310-S8-P4-CLASS-000335	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2585	C4244	'=': conversion from 'IU32' to 'IU8', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000626,T310-S8-P4-WARN-000627
T310-S8-P4-CLASS-000336	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2592	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000628,T310-S8-P4-WARN-000629
T310-S8-P4-CLASS-000337	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2597	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000630,T310-S8-P4-WARN-000631
T310-S8-P4-CLASS-000338	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2598	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000632,T310-S8-P4-WARN-000633
T310-S8-P4-CLASS-000339	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2602	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000634,T310-S8-P4-WARN-000635
T310-S8-P4-CLASS-000340	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2614	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000636,T310-S8-P4-WARN-000637
T310-S8-P4-CLASS-000341	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2618	C4244	'=': conversion from 'IU32' to 'IU8', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000638,T310-S8-P4-WARN-000639
T310-S8-P4-CLASS-000342	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2625	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000640,T310-S8-P4-WARN-000641
T310-S8-P4-CLASS-000343	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2629	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000642,T310-S8-P4-WARN-000643
T310-S8-P4-CLASS-000344	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2633	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000644,T310-S8-P4-WARN-000645
T310-S8-P4-CLASS-000345	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2644	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000646,T310-S8-P4-WARN-000647
T310-S8-P4-CLASS-000346	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2647	C4244	'=': conversion from 'IU32' to 'IU8', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000648,T310-S8-P4-WARN-000649
T310-S8-P4-CLASS-000347	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2655	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000650,T310-S8-P4-WARN-000651
T310-S8-P4-CLASS-000348	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2658	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000652,T310-S8-P4-WARN-000653
T310-S8-P4-CLASS-000349	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2663	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000654,T310-S8-P4-WARN-000655
T310-S8-P4-CLASS-000350	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2677	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000656,T310-S8-P4-WARN-000657
T310-S8-P4-CLASS-000351	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2681	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000658,T310-S8-P4-WARN-000659
T310-S8-P4-CLASS-000352	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2698	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000660,T310-S8-P4-WARN-000661
T310-S8-P4-CLASS-000353	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2701	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000662,T310-S8-P4-WARN-000663
T310-S8-P4-CLASS-000354	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2706	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000664,T310-S8-P4-WARN-000665
T310-S8-P4-CLASS-000355	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2718	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000666,T310-S8-P4-WARN-000667
T310-S8-P4-CLASS-000356	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2738	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000668,T310-S8-P4-WARN-000669
T310-S8-P4-CLASS-000357	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2740	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000670,T310-S8-P4-WARN-000671
T310-S8-P4-CLASS-000358	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2745	C4057	'function': 'ISM32 *' differs in indirection to slightly different base types from 'int *'	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	must-repair-call-abi	undeclared, old-style, or incompatible call/table contract may truncate a pointer or pass the wrong calling convention; reconcile declaration, definition, table slot and selected callers	T310-S8-P4-WARN-000672,T310-S8-P4-WARN-000673
T310-S8-P4-CLASS-000359	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2774	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000674,T310-S8-P4-WARN-000675
T310-S8-P4-CLASS-000360	src/mvdm-host/softpc.new/base/ccpu386/c_main.c	2775	C4244	'=': conversion from 'IU32' to 'IU16', possible loss of data	x64,x86	SPC-CCPU-EXECUTOR-DISPATCH	read-value-range-and-architecture-delta	narrowing/widening is not automatically a defect; determine guest fixed-width value, private native value, or host identity before selecting original correction, overlay, or mapping-manager boundary	T310-S8-P4-WARN-000676,T310-S8-P4-WARN-000677
